fill_number,first_run_number,last_run_number,duration,start_time,start_stable_beam,end_stable_beam,end_time,delivered_lumi,recorded_lumi,efficiency_time,efficiency_lumi,peak_lumi,peak_pileup,bunches_colliding,beta_star,energy,injection_scheme,fill_type_runtime
9168,373710,373754,23361,2023-09-19 22:25:39,2023-09-19 23:39:44,2023-09-20 06:09:05,2023-09-20 15:14:06,0.439023694727,0.417265520248,99.747,95.044,0.021622267,3.364776,40.0,310.0,2679.6,525ns_128b_60_92_92_4bpi_32inj_ppref,PROTONS
9162,373601,373615,27664,2023-09-18 14:16:05,2023-09-19 01:03:59,2023-09-19 08:45:03,2023-09-19 08:41:04,6.2374149e-05,6.1045551e-05,70.813,97.87,5.9139e-05,0.140236,3.0,65400.0,6799.44,Single_3b_3_0_0_highbeta,PROTONS
9159,373576,373577,47094,2023-09-17 12:51:20,2023-09-17 15:44:45,2023-09-18 04:49:39,2023-09-18 05:12:59,0.000104773496,0.000102766294,99.964,98.084,4.2109e-05,0.099853,3.0,65400.0,6799.44,Single_3b_3_0_0_highbeta,PROTONS
9156,373563,373566,24197,2023-09-16 16:46:18,2023-09-16 22:40:22,2023-09-17 05:23:39,2023-09-17 07:21:57,6.076296e-05,5.9081859e-05,96.843,97.233,0.000103941,0.246475,3.0,65400.0,6799.44,Single_4b_3_0_1_highbeta,PROTONS
9154,373514,373555,55702,2023-09-15 11:49:21,2023-09-15 16:51:06,2023-09-16 08:19:28,2023-09-16 13:18:36,9.2282425e-05,9.0307243e-05,99.928,97.86,5.9818e-05,0.141847,3.0,65400.0,6799.44,Single_3b_3_0_0_highbeta,PROTONS
9153,373478,373511,21056,2023-09-14 19:37:22,2023-09-14 23:47:56,2023-09-15 05:38:52,2023-09-15 11:49:21,6.3777529e-05,6.201035e-05,100.0,97.229,2.724e-05,0.048446,4.0,65400.0,6799.44,Single_4b_4_0_0_highbeta,PROTONS
9138,373208,373247,10441,2023-09-11 05:01:05,2023-09-11 10:15:54,2023-09-11 13:09:55,2023-09-12 13:51:25,-0.000481461679,4.3512881e-05,100.0,-9.038,2.6104e-05,0.061901,3.0,65400.0,6799.32,Single_4b_3_0_1_highbeta,PROTONS
9136,373142,373142,15910,2023-09-10 13:27:04,2023-09-10 20:44:55,2023-09-11 01:10:05,2023-09-11 01:39:14,5.9887079e-05,5.6999832e-05,100.0,95.179,3.9034e-05,0.09256,3.0,65400.0,6799.44,Single_3b_3_0_0_highbeta,PROTONS
9135,373134,373141,17450,2023-09-10 03:51:17,2023-09-10 08:14:35,2023-09-10 13:05:25,2023-09-10 13:27:04,7.2355846e-05,6.5634222e-05,93.954,90.71,2.9173e-05,0.051883,4.0,65400.0,6799.44,Single_4b_4_0_0_1bpi_4inj,PROTONS
9132,373089,373132,31192,2023-09-09 04:39:37,2023-09-09 13:27:04,2023-09-09 22:06:56,2023-09-09 22:09:50,0.000183513271,0.000164855219,99.433,89.833,0.000885695,2.100245,3.0,65400.0,6799.32,Single_3b_3_0_0_highbeta,PROTONS
9128,373058,373061,43223,2023-09-07 12:41:45,2023-09-07 14:14:32,2023-09-08 02:14:55,2023-09-08 02:18:21,0.144071517839,0.140749453572,99.322,97.694,0.003578343,0.424265,60.0,1920.0,6799.56,Multi_72b_60_20_22_4bpi_20inj_VdM2023,PROTONS
9095,372590,372602,1832,2023-09-01 07:11:01,2023-09-01 08:43:52,2023-09-01 09:14:24,2023-09-01 14:32:55,0.001631700959,0.00141191689,49.454,86.53,0.000176809,0.574928,8.0,1100.0,449.76,Single_12b_8_8_8_2018,PROTONS
9073,370782,370865,597,2023-07-16 20:54:27,2023-07-16 22:50:23,2023-07-16 23:00:20,2023-07-18 08:12:23,6.410313644735,4.483246240801,92.785,69.938,12.743416406,36.971941,2452.0,120.0,6799.32,25ns_2464b_2452_1842_1821_236bpi_12inj_hybrid,PROTONS
9072,370766,370780,44985,2023-07-16 06:29:54,2023-07-16 07:58:39,2023-07-16 20:28:24,2023-07-16 20:54:27,799.988889049901,741.992887320084,96.541,92.75,22.216092187,64.454621,2452.0,120.0,6799.44,25ns_2464b_2452_1842_1821_236bpi_12inj_hybrid,PROTONS
9070,370744,370753,41735,2023-07-15 14:08:50,2023-07-15 17:20:09,2023-07-16 04:55:44,2023-07-16 04:58:18,745.314080204921,689.472637202516,91.276,92.508,21.952523438,63.689938,2452.0,120.0,6799.32,25ns_2464b_2452_1842_1821_236bpi_12inj_hybrid,PROTONS
9068,370718,370739,9827,2023-07-15 02:04:18,2023-07-15 05:13:10,2023-07-15 07:56:57,2023-07-15 11:53:54,186.938810316264,174.316065507433,97.833,93.248,21.567152995,62.571879,2452.0,120.0,6799.44,25ns_2464b_2452_1842_1821_236bpi_12inj_hybrid,PROTONS
9067,370704,370717,2826,2023-07-14 21:59:55,2023-07-15 01:09:53,2023-07-15 01:56:59,2023-07-15 02:04:18,40.492881149525,38.424078228973,97.558,94.891,19.275803516,55.924083,2452.0,120.0,6799.44,25ns_2464b_2452_1842_1821_236bpi_12inj_hybrid,PROTONS
9066,370663,370703,4216,2023-07-14 05:41:58,2023-07-14 07:40:14,2023-07-14 08:50:30,2023-07-14 21:59:55,58.619241542555,46.200346934568,79.953,78.814,19.136349349,55.51949,2452.0,120.0,6799.32,25ns_2464b_2452_1842_1821_236bpi_12inj_hybrid,PROTONS
9063,370562,370640,71848,2023-07-12 14:58:31,2023-07-12 17:38:37,2023-07-13 13:36:05,2023-07-13 21:04:41,995.617830515857,919.830231234838,94.497,92.388,22.106922135,64.137888,2452.0,120.0,6799.44,25ns_2464b_2452_1842_1821_236bpi_12inj_hybrid,PROTONS
9062,370537,370560,8196,2023-07-12 07:52:37,2023-07-12 12:36:43,2023-07-12 14:53:19,2023-07-12 14:58:31,156.20282545261,148.056717667002,99.402,94.785,21.909777995,63.565923,2452.0,120.0,6799.44,25ns_2464b_2452_1842_1821_236bpi_12inj_hybrid,PROTONS
9059,370517,370523,7580,2023-07-11 21:16:56,2023-07-11 23:54:52,2023-07-12 02:01:12,2023-07-12 04:22:22,140.340560541508,132.646694488503,98.47,94.518,21.315138151,61.840719,2452.0,120.0,6799.44,25ns_2464b_2452_1842_1821_236bpi_12inj_hybrid,PROTONS
9057,370473,370515,33543,2023-07-11 07:43:55,2023-07-11 09:37:44,2023-07-11 18:56:47,2023-07-11 20:52:05,600.141174953904,564.637546551547,98.48,94.084,21.431846094,62.179318,2452.0,120.0,6799.44,25ns_2464b_2452_1842_1821_236bpi_12inj_hybrid,PROTONS
9056,370462,370472,1144,2023-07-11 04:17:23,2023-07-11 07:20:06,2023-07-11 07:39:10,2023-07-11 07:43:55,12.993650206297,10.388232654512,87.063,79.949,12.827512109,37.215924,2452.0,120.0,6799.44,25ns_2464b_2452_1842_1821_236bpi_12inj_hybrid,PROTONS
9055,370459,370460,2826,2023-07-11 01:39:29,2023-07-11 03:19:30,2023-07-11 04:06:36,2023-07-11 04:17:23,36.83656132991,33.837044450951,95.188,91.857,19.783203125,57.39618,2452.0,120.0,6799.44,25ns_2464b_2452_1842_1821_236bpi_12inj_hybrid,PROTONS
9050,370393,370452,20333,2023-07-10 08:33:42,2023-07-10 12:28:48,2023-07-10 18:07:41,2023-07-10 21:22:09,385.314459265832,358.343927758152,97.138,93.0,20.825747266,63.177813,2345.0,120.0,6799.44,25ns_2358b_2345_1692_1628_236bpi_14inj_hybrid_2INDIV,PROTONS
9049,370351,370389,30797,2023-07-09 17:48:41,2023-07-09 19:07:57,2023-07-10 03:41:14,2023-07-10 08:33:42,565.827171749527,507.949645590239,94.428,89.771,21.389804427,62.057344,2452.0,120.0,6799.32,25ns_2464b_2452_1842_1821_236bpi_12inj_hybrid,PROTONS
9046,370333,370340,17667,2023-07-09 09:10:41,2023-07-09 10:56:30,2023-07-09 15:50:57,2023-07-09 16:05:41,348.958562622747,327.532408045919,98.828,93.86,21.42426276,62.157317,2452.0,120.0,6799.32,25ns_2464b_2452_1842_1821_236bpi_12inj_hybrid,PROTONS
9045,370309,370332,48490,2023-07-08 17:53:16,2023-07-08 19:40:27,2023-07-09 09:08:37,2023-07-09 09:10:41,777.675412791839,705.912027619138,94.578,90.772,21.377560937,62.021824,2452.0,120.0,6799.32,25ns_2464b_2452_1842_1821_236bpi_12inj_hybrid,PROTONS
9044,370298,370307,48913,2023-07-08 02:28:57,2023-07-08 04:06:43,2023-07-08 17:41:56,2023-07-08 17:53:16,811.713348860543,736.861639918356,94.126,90.779,21.520577214,62.436751,2452.0,120.0,6799.32,25ns_2464b_2452_1842_1821_236bpi_12inj_hybrid,PROTONS
9043,370290,370296,52915,2023-07-07 09:49:30,2023-07-07 11:09:02,2023-07-08 01:50:57,2023-07-08 02:28:57,859.215222348193,810.525569380686,98.354,94.333,21.402649089,62.094611,2452.0,120.0,6799.44,25ns_2464b_2452_1842_1821_236bpi_12inj_hybrid,PROTONS
9036,370174,370209,46554,2023-07-05 23:13:27,2023-07-06 01:17:41,2023-07-06 14:13:35,2023-07-06 14:58:08,789.605036592385,703.063089022969,90.113,89.04,21.45038125,62.233094,2452.0,120.0,6799.32,25ns_2464b_2452_1842_1821_236bpi_12inj_hybrid,PROTONS
9035,370169,370172,43418,2023-07-05 09:28:00,2023-07-05 11:03:46,2023-07-05 23:07:24,2023-07-05 23:13:27,641.994016687145,585.91155409594,90.757,91.264,20.792797917,60.325275,2452.0,120.0,6799.32,25ns_2464b_2452_1842_1821_236bpi_12inj_hybrid,PROTONS
9031,370127,370144,47931,2023-07-04 15:02:37,2023-07-04 16:56:25,2023-07-05 06:15:16,2023-07-05 06:20:31,706.537049549698,609.507941765815,76.222,86.267,20.762383984,62.985592,2345.0,120.0,6799.32,25ns_2358b_2345_1692_1628_236bpi_14inj_hybrid_2INDIV,PROTONS
9029,370087,370102,47870,2023-07-03 21:14:34,2023-07-03 23:29:56,2023-07-04 12:47:46,2023-07-04 13:07:33,643.908395194158,581.442398095163,91.554,90.299,21.026745443,63.78757,2345.0,120.0,6799.44,25ns_2358b_2345_1692_1628_236bpi_14inj_hybrid_2INDIV,PROTONS
9023,369980,370036,12543,2023-07-02 21:29:38,2023-07-02 23:58:58,2023-07-03 03:28:01,2023-07-03 11:53:31,162.151564526955,143.438785885973,91.996,88.46,17.392370052,66.058366,1873.0,120.0,6799.44,25ns_1886b_1873_1217_1173_236bpi_12inj_hybrid_2INDIV,PROTONS
9022,369978,369978,18442,2023-07-02 14:42:58,2023-07-02 16:20:53,2023-07-02 21:28:15,2023-07-02 21:29:38,173.80180222225,166.35584802745,98.509,95.716,10.866111198,66.352159,1165.0,120.0,6799.44,25ns_1178b_1165_696_693_236bpi_9inj_hybrid_2INDIV,PROTONS
9019,369954,369956,24439,2023-07-02 01:06:47,2023-07-02 03:23:12,2023-07-02 10:10:31,2023-07-02 10:16:44,91.652661154988,88.688540165952,99.439,96.766,7.744549935,61.351713,898.0,120.0,6799.44,25ns_911b_898_614_688_128bpi_11inj_hybrid_3INDIV,PROTONS
9017,369930,369943,19130,2023-07-01 14:42:39,2023-07-01 16:44:42,2023-07-01 22:03:32,2023-07-01 22:06:31,60.125182439215,54.107785419642,91.866,89.992,3.429393457,63.202879,386.0,120.0,6799.44,25ns_399b_386_204_258_128bpi_hybrid_3INDIV,PROTONS
9016,369918,369927,8117,2023-07-01 10:02:52,2023-07-01 12:26:07,2023-07-01 14:41:24,2023-07-01 14:42:39,3.346201856783,3.277460858194,99.286,97.946,0.546256242,62.677486,62.0,120.0,6799.44,25ns_75b_62_32_62_12bpi_9inj,PROTONS
9014,369898,369902,4,2023-07-01 04:21:41,2023-07-01 07:14:16,2023-07-01 07:14:20,2023-07-01 07:25:27,0.314474672817,0.308833929954,100.0,98.206,0.689596016,37.448144,131.0,120.0,6799.44,25ns_143b_131_12_14_128bpi_5inj_hybrid_3INDIV,PROTONS
9007,369864,369873,32167,2023-06-30 08:53:58,2023-06-30 11:15:51,2023-06-30 20:11:58,2023-06-30 20:13:04,28.006465221085,26.368414117216,96.294,94.151,1.367819377,69.503641,140.0,120.0,6799.44,Multi_525ns_140b_140_75_16_8bpi_19inj_2023,PROTONS
8999,369802,369802,86522,2023-06-28 18:46:31,2023-06-28 20:17:36,2023-06-29 20:19:38,2023-06-29 20:22:31,0.607149711574,0.586974462771,99.746,96.677,0.010068611,0.526669,136.0,1920.0,6799.56,525ns_138b_136_35_16_8bpi_19inj_noCloseLR_2023,PROTONS
8997,369792,369797,24520,2023-06-28 09:08:56,2023-06-28 10:30:53,2023-06-28 17:19:33,2023-06-28 17:24:29,0.219577440514,0.201294056265,94.833,91.673,0.010508629441,0.549685,136.0,1920.0,6799.44,525ns_138b_136_35_16_8bpi_19inj_noCloseLR_2023,PROTONS
8901,368821,368823,23680,2023-06-13 00:55:54,2023-06-13 02:27:22,2023-06-13 09:02:02,2023-06-13 09:03:55,442.098432972585,412.987283015587,97.534,93.415,20.535764974,62.298111,2345.0,120.0,6799.44,25ns_2358b_2345_1692_1628_236bpi_14inj_hybrid_2INDIV,PROTONS
8896,368725,368765,29023,2023-06-11 08:57:23,2023-06-11 11:25:53,2023-06-11 19:29:36,2023-06-12 09:09:28,1184.315224092744,1082.00416994175,80.205,91.361,20.525046875,62.265597,2345.0,120.0,6799.44,25ns_2358b_2345_1692_1628_236bpi_14inj_hybrid_2INDIV,PROTONS
8895,368709,368724,31572,2023-06-10 19:34:42,2023-06-11 00:02:52,2023-06-11 08:49:04,2023-06-11 08:57:23,570.262953626654,531.896729580467,98.369,93.272,20.542167187,62.317533,2345.0,120.0,6799.56,25ns_2358b_2345_1692_1628_236bpi_14inj_hybrid_2INDIV,PROTONS
8894,368682,368707,36994,2023-06-10 04:57:52,2023-06-10 07:12:22,2023-06-10 17:28:56,2023-06-10 19:34:42,613.860353256846,578.849331513973,98.378,94.297,20.536066667,62.299027,2345.0,120.0,6799.44,25ns_2358b_2345_1692_1628_236bpi_14inj_hybrid_2INDIV,PROTONS
8891,368645,368678,50459,2023-06-09 10:21:24,2023-06-09 13:09:41,2023-06-10 03:10:40,2023-06-10 03:12:31,757.023524036702,655.204675239214,86.716,86.55,20.547194792,62.332786,2345.0,120.0,6799.56,25ns_2358b_2345_1692_1628_236bpi_14inj_hybrid_2INDIV,PROTONS
8887,368631,368636,17992,2023-06-08 17:59:36,2023-06-08 21:30:50,2023-06-09 02:30:42,2023-06-09 02:32:44,329.129424808148,311.728221471422,99.1,94.713,20.850263932,63.252187,2345.0,120.0,6799.44,25ns_2358b_2345_1692_1628_236bpi_14inj_hybrid_2INDIV,PROTONS
8885,368607,368618,40281,2023-06-07 20:32:56,2023-06-08 00:27:55,2023-06-08 11:39:16,2023-06-08 12:23:00,637.334816924718,598.04355415397,97.689,93.835,20.944304427,63.537474,2345.0,120.0,6799.44,25ns_2358b_2345_1692_1628_236bpi_14inj_hybrid_2INDIV,PROTONS
8882,368562,368604,38349,2023-06-06 21:17:15,2023-06-06 22:34:46,2023-06-07 09:13:55,2023-06-07 16:50:28,635.62732042894,592.70631536182,97.254,93.247,20.847153646,63.242752,2345.0,120.0,6799.44,25ns_2358b_2345_1692_1628_236bpi_14inj_hybrid_2INDIV,PROTONS
8880,368540,368548,57801,2023-06-06 02:29:26,2023-06-06 03:46:56,2023-06-06 19:50:17,2023-06-06 19:52:56,821.544854722529,753.429541559657,93.713,91.709,20.833065104,63.200013,2345.0,120.0,6799.44,25ns_2358b_2345_1692_1628_236bpi_14inj_hybrid_2INDIV,PROTONS
8877,368485,368531,36174,2023-06-05 11:32:28,2023-06-05 13:05:21,2023-06-05 23:08:15,2023-06-05 23:48:32,540.205940624511,515.596602986744,99.367,95.444,20.689376693,62.764114,2345.0,120.0,6799.44,25ns_2358b_2345_1692_1628_236bpi_14inj_hybrid_2INDIV,PROTONS
8873,368425,368454,45545,2023-06-04 17:24:02,2023-06-04 19:23:30,2023-06-05 08:02:35,2023-06-05 08:04:13,682.444193217692,562.883373006281,86.545,82.48,20.848388932,63.2465,2345.0,120.0,6799.44,25ns_2358b_2345_1692_1628_236bpi_14inj_hybrid_2INDIV,PROTONS
8872,368423,368423,11121,2023-06-04 11:42:16,2023-06-04 14:13:41,2023-06-04 17:19:02,2023-06-04 17:24:02,202.173206109616,191.125161569345,99.11,94.535,20.491377734,62.163456,2345.0,120.0,6799.56,25ns_2358b_2345_1692_1628_236bpi_14inj_hybrid_2INDIV,PROTONS
8870,368410,368412,36983,2023-06-03 22:31:19,2023-06-03 23:48:07,2023-06-04 10:04:30,2023-06-04 10:07:26,470.217383713472,442.83625323576,98.224,94.177,16.093102344,61.123589,1873.0,120.0,6799.44,25ns_2358b_2345_1692_1628_236bpi_14inj_hybrid_2INDIV,PROTONS
8866,368391,368407,5490,2023-06-03 11:01:24,2023-06-03 12:49:21,2023-06-03 14:20:51,2023-06-03 20:54:21,70.799670790786,66.425663492488,97.814,93.822,16.238293815,61.675043,1873.0,120.0,6799.44,25ns_1886b_1873_1217_1173_236bpi_12inj_hybrid_2INDIV,PROTONS
8865,368387,368389,38339,2023-06-02 23:00:48,2023-06-03 00:21:05,2023-06-03 11:00:04,2023-06-03 11:01:24,416.535667646072,395.248060892553,98.798,94.889,14.171995247,61.587016,1637.0,120.0,6799.44,25ns_1886b_1873_1217_1173_236bpi_12inj_hybrid_2INDIV,PROTONS
8863,368379,368385,19863,2023-06-02 14:33:56,2023-06-02 16:01:52,2023-06-02 21:32:55,2023-06-02 21:51:55,247.778757410231,230.299193511672,97.06,92.945,14.119979948,61.360974,1637.0,120.0,6799.44,25ns_1886b_1873_1217_1173_236bpi_12inj_hybrid_2INDIV,PROTONS
8860,368331,368343,36948,2023-06-01 20:15:33,2023-06-01 22:03:49,2023-06-02 08:19:37,2023-06-02 08:20:53,415.243843355023,350.490774764278,88.495,84.406,15.481824349,58.801878,1873.0,120.0,6799.44,25ns_1886b_1873_1217_1173_236bpi_12inj_hybrid_2INDIV,PROTONS
8858,368306,368321,21509,2023-06-01 11:12:18,2023-06-01 13:07:00,2023-06-01 19:05:29,2023-06-01 19:10:57,235.872058333337,221.780479668909,97.95,94.026,13.817519857,60.046578,1637.0,120.0,6799.56,25ns_1886b_1873_1217_1173_236bpi_12inj_hybrid_2INDIV,PROTONS
8853,368228,368229,12306,2023-05-30 23:07:17,2023-05-31 00:14:17,2023-05-31 03:39:23,2023-05-31 03:43:45,101.193559802852,96.557051310797,99.049,95.418,9.615335091,57.87004,1182.0,120.0,6799.44,25ns_1195b_1182_777_903_236bpi_9inj_hybrid_3INDIV,PROTONS
8850,368216,368224,11912,2023-05-30 15:17:00,2023-05-30 17:28:00,2023-05-30 20:46:32,2023-05-30 20:54:52,61.589833131131,55.316528727977,94.132,89.814,5.510333822,56.565486,693.0,120.0,6799.56,25ns_2358b_2345_1692_1628_236bpi_14inj_hybrid_2INDIV,PROTONS
8822,367890,367910,43378,2023-05-24 14:50:05,2023-05-24 17:31:50,2023-05-25 05:34:48,2023-05-25 05:56:05,768.961944814931,686.352057896058,93.261,89.257,21.182078516,64.258794,2345.0,120.0,6799.44,25ns_2358b_2345_1692_1628_236bpi_14inj_hybrid_2INDIV,PROTONS
8821,367880,367884,52232,2023-05-23 22:03:26,2023-05-23 23:37:10,2023-05-24 14:07:42,2023-05-24 14:50:05,890.04028574435,828.280966671107,97.605,93.061,21.200775521,64.315513,2345.0,120.0,6799.56,25ns_2358b_2345_1692_1628_236bpi_14inj_hybrid_2INDIV,PROTONS
8817,367833,367866,45951,2023-05-22 21:19:51,2023-05-23 00:05:43,2023-05-23 12:51:34,2023-05-23 15:47:30,764.968815029853,715.306659884355,97.106,93.508,20.536163672,62.29932,2345.0,120.0,6799.44,25ns_2358b_2345_1692_1628_236bpi_14inj_hybrid_2INDIV,PROTONS
8816,367823,367832,10590,2023-05-22 14:27:48,2023-05-22 17:57:47,2023-05-22 20:54:17,2023-05-22 21:19:51,195.362918971544,183.669976951177,98.886,94.015,20.48251849,62.136581,2345.0,120.0,6799.56,25ns_2358b_2345_1692_1628_236bpi_14inj_hybrid_2INDIV,PROTONS
8811,367788,367791,3862,2023-05-22 01:21:44,2023-05-22 02:54:21,2023-05-22 03:58:43,2023-05-22 04:15:54,56.906215780721,51.112480230839,94.328,89.819,20.313879688,61.207371,2361.0,120.0,6799.56,25ns_2374b_2361_1730_1773_236bpi_13inj_hybrid_2INDIV,PROTONS
8807,367770,367772,6051,2023-05-21 13:12:34,2023-05-21 14:38:57,2023-05-21 16:19:48,2023-05-21 16:21:54,99.276148678663,88.009222807507,93.951,88.651,20.627149089,62.15128,2361.0,120.0,6799.44,25ns_2374b_2361_1730_1773_236bpi_13inj_hybrid_2INDIV,PROTONS
8804,367758,367758,16781,2023-05-21 02:06:12,2023-05-21 03:46:27,2023-05-21 08:26:08,2023-05-21 08:29:04,293.308505308181,276.576446476013,99.064,94.295,19.262733073,58.040181,2361.0,120.0,6799.56,25ns_2374b_2361_1730_1773_236bpi_13inj_hybrid_2INDIV,PROTONS
8796,367741,367754,9512,2023-05-20 01:43:26,2023-05-20 03:15:40,2023-05-20 05:54:12,2023-05-20 19:19:24,163.845458914487,155.021748333,98.328,94.615,19.388729036,58.419817,2361.0,120.0,6799.44,25ns_2374b_2361_1730_1773_236bpi_13inj_hybrid_2INDIV,PROTONS
8794,367728,367739,12210,2023-05-19 16:19:13,2023-05-19 17:39:36,2023-05-19 21:03:06,2023-05-20 00:16:40,208.495839914287,192.717375877625,96.667,92.432,19.487183073,58.716468,2361.0,120.0,6799.44,25ns_2374b_2361_1730_1773_236bpi_13inj_hybrid_2INDIV,PROTONS
8786,367680,367702,55868,2023-05-18 07:40:44,2023-05-18 12:44:49,2023-05-19 04:15:57,2023-05-19 05:08:09,799.847523974178,709.469851916475,92.71,88.701,19.92859388,60.046474,2361.0,120.0,6799.44,25ns_2374b_2361_1730_1773_236bpi_13inj_hybrid_2INDIV,PROTONS
8784,367657,367667,17375,2023-05-17 18:54:23,2023-05-17 22:24:03,2023-05-18 03:13:38,2023-05-18 04:05:41,308.422846318362,262.668559594077,89.848,85.165,19.665947656,59.255099,2361.0,120.0,6799.44,25ns_2374b_2361_1730_1773_236bpi_13inj_hybrid_2INDIV,PROTONS
8782,367612,367622,33499,2023-05-16 22:46:04,2023-05-17 02:48:27,2023-05-17 12:06:46,2023-05-17 14:28:45,553.359496421825,498.731282778006,95.982,90.128,20.271909896,61.080912,2361.0,120.0,6799.56,25ns_2374b_2361_1730_1773_236bpi_13inj_hybrid_2INDIV,PROTONS
8778,367579,367597,21960,2023-05-16 09:33:13,2023-05-16 12:45:56,2023-05-16 18:51:56,2023-05-16 19:27:54,0.499492214858,0.430213858549,92.727,86.13,0.143932129,28.726919,9.0,120.0,6799.56,Single_12b_9_1_3_BSRT_2023_with_pilot,PROTONS
8775,367546,367556,22835,2023-05-15 20:17:31,2023-05-15 22:20:44,2023-05-16 04:41:19,2023-05-16 05:15:03,417.932436249756,389.842038263917,97.018,93.279,20.404326302,61.479894,2361.0,120.0,6799.68,25ns_2374b_2361_1730_1773_236bpi_13inj_hybrid_2INDIV,PROTONS
8773,367505,367539,44034,2023-05-15 01:13:30,2023-05-15 05:37:23,2023-05-15 17:51:17,2023-05-15 19:30:54,707.365999373942,649.873526775766,95.619,91.872,20.407539193,61.489575,2361.0,120.0,6799.56,25ns_2374b_2361_1730_1773_236bpi_13inj_hybrid_2INDIV,PROTONS
8771,367472,367477,44322,2023-05-14 09:01:22,2023-05-14 10:32:23,2023-05-14 22:51:05,2023-05-14 22:52:55,673.503436203687,624.729496771181,97.543,92.758,20.290823958,61.137902,2361.0,120.0,6799.56,25ns_2374b_2361_1730_1773_236bpi_13inj_hybrid_2INDIV,PROTONS
8754,367401,367417,48437,2023-05-12 12:08:10,2023-05-12 14:37:24,2023-05-13 04:04:41,2023-05-13 04:19:04,715.859083555271,655.867319631139,94.496,91.62,20.377380208,61.398705,2361.0,120.0,6799.68,25ns_2374b_2361_1730_1773_236bpi_13inj_hybrid_2INDIV,PROTONS
8750,367354,367357,151,2023-05-11 23:33:17,2023-05-12 01:29:43,2023-05-12 01:32:14,2023-05-12 01:44:11,4.085016094753,3.77508511754,84.667,92.413,10.448113737,31.481016,2361.0,120.0,6799.56,25ns_2374b_2361_1730_1773_236bpi_13inj_hybrid_2INDIV,PROTONS
8746,367329,367337,36295,2023-05-11 07:55:33,2023-05-11 09:39:49,2023-05-11 19:44:44,2023-05-11 19:45:41,481.098468818831,446.992482727931,96.732,92.911,19.410986589,58.486881,2361.0,120.0,6799.56,25ns_2374b_2361_1730_1773_236bpi_13inj_hybrid_2INDIV,PROTONS
8741,367305,367316,27351,2023-05-10 16:49:18,2023-05-10 19:22:59,2023-05-11 02:58:50,2023-05-11 03:18:19,300.705257578652,274.416177898742,97.163,91.258,16.176697396,60.888447,1890.0,120.0,6799.56,25ns_1903b_1890_1099_1160_236bpi_12inj_hybrid_3INDIV,PROTONS
8739,367266,367271,33992,2023-05-10 01:28:11,2023-05-10 03:36:26,2023-05-10 13:02:58,2023-05-10 13:05:37,421.43760212569,382.466626762512,94.113,90.753,15.497659115,61.079536,1805.0,120.0,6799.56,25ns_1818b_1805_1057_1182_164bpi_14inj_hybrid_2INDIV_bs250ns,PROTONS
8738,367253,367265,32235,2023-05-09 13:20:36,2023-05-09 16:05:53,2023-05-10 01:03:08,2023-05-10 01:28:11,411.909651282657,368.636283943135,94.09,89.494,15.534838151,61.226067,1805.0,120.0,6799.56,25ns_1818b_1805_1057_1182_164bpi_14inj_hybrid_2INDIV_bs250ns,PROTONS
8736,367227,367234,43594,2023-05-08 19:06:51,2023-05-08 21:45:37,2023-05-09 09:52:11,2023-05-09 10:20:55,585.043690469372,540.011618878767,94.754,92.303,15.579205273,61.400928,1805.0,120.0,6799.68,25ns_1818b_1805_1057_1182_164bpi_14inj_hybrid_2INDIV_bs250ns,PROTONS
8731,367115,367144,26634,2023-05-07 18:43:43,2023-05-07 20:41:47,2023-05-08 04:05:41,2023-05-08 08:02:45,339.813757300802,289.453879660489,87.561,85.18,16.792533203,66.182911,1805.0,120.0,6799.56,25ns_1818b_1805_1057_1182_164bpi_14inj_hybrid_2INDIV_bs250ns,PROTONS
8730,367105,367112,40690,2023-05-07 04:35:35,2023-05-07 07:23:23,2023-05-07 18:41:33,2023-05-07 18:43:43,324.586670520685,306.321657355437,98.277,94.373,10.440921549,64.587406,1150.0,120.0,6799.56,25ns_1163b_1150_773_941_164bpi_11inj_hybrid_3INDIV_bs250ns,PROTONS
8729,367098,367104,37403,2023-05-06 16:02:40,2023-05-06 18:08:38,2023-05-07 04:32:01,2023-05-07 04:35:35,308.31495772949,285.380628347158,96.524,92.561,10.273515039,63.551831,1150.0,120.0,6799.68,25ns_1163b_1150_773_941_164bpi_11inj_hybrid_3INDIV_bs250ns,PROTONS
8728,367091,367097,13568,2023-05-06 10:01:30,2023-05-06 11:22:16,2023-05-06 15:08:24,2023-05-06 16:02:40,124.355660838498,114.785580897352,95.386,92.304,10.569025586,65.379854,1150.0,120.0,6799.68,25ns_1163b_1150_773_941_164bpi_11inj_hybrid_3INDIV_bs250ns,PROTONS
8725,367078,367079,16823,2023-05-06 00:50:58,2023-05-06 03:50:48,2023-05-06 08:31:11,2023-05-06 08:35:02,133.874878727909,125.058793037644,97.289,93.415,8.915405469,64.323701,986.0,120.0,6799.56,25ns_999b_986_649_787_164bpi_10inj_hybrid_3INDIV_bs250ns,PROTONS
8724,367067,367077,11744,2023-05-05 17:31:45,2023-05-05 20:58:14,2023-05-06 00:13:58,2023-05-06 00:50:58,92.131595609035,72.027656372657,83.701,78.179,8.950194531,64.5747,986.0,120.0,6799.56,25ns_999b_986_649_787_164bpi_10inj_hybrid_3INDIV_bs250ns,PROTONS
